Country,X,Y
Finland,0.0,0.00032593339129714436
Finland,0.0045045045045045045,0.0004924271131001529
Finland,0.009009009009009009,0.0004924271131001529
Finland,0.013513513513513514,0.001007011185375611
Finland,0.018018018018018018,0.001007011185375611
Finland,0.02252252252252252,0.0012838375202148338
Finland,0.02702702702702703,0.0015932210195565462
Finland,0.03153153153153153,0.002987391152807594
Finland,0.036036036036036036,0.003901704855919173
Finland,0.04054054054054054,0.003901704855919173
Finland,0.04504504504504504,0.003901704855919173
Finland,0.04954954954954955,0.003901704855919173
Finland,0.05405405405405406,0.003901704855919173
Finland,0.05855855855855856,0.005048530975519364
Finland,0.06306306306306306,0.005612583850524993
Finland,0.06756756756756757,0.008253241201381075
Finland,0.07207207207207207,0.010581711519285508
Finland,0.07657657657657657,0.011477304852808155
Finland,0.08108108108108109,0.012509457404105133
Finland,0.08558558558558559,0.014675774955473555
Finland,0.09009009009009009,0.0148098923859102
Finland,0.0945945945945946,0.0148098923859102
Finland,0.0990990990990991,0.01753718796897013
Finland,0.1036036036036036,0.01753718796897013
Finland,0.10810810810810811,0.019953562631031284
Finland,0.11261261261261261,0.022386306311911745
Finland,0.11711711711711711,0.024699583286381683
Finland,0.12162162162162163,0.02500290753566321
Finland,0.12612612612612611,0.025067750554964
Finland,0.13063063063063063,0.025067750554964
Finland,0.13513513513513514,0.030172442639250157
Finland,0.13963963963963963,0.034134468686066996
Finland,0.14414414414414414,0.034134468686066996
Finland,0.14864864864864866,0.034134468686066996
Finland,0.15315315315315314,0.03589074683784018
Finland,0.15765765765765766,0.04003364602078196
Finland,0.16216216216216217,0.04219209559072895
Finland,0.16666666666666666,0.044098588882053896
Finland,0.17117117117117117,0.044098588882053896
Finland,0.17567567567567569,0.044098588882053896
Finland,0.18018018018018017,0.04604912478202526
Finland,0.18468468468468469,0.051137900030332424
Finland,0.1891891891891892,0.051137900030332424
Finland,0.19369369369369369,0.05206876362539944
Finland,0.1981981981981982,0.05206876362539944
Finland,0.20270270270270271,0.05430498864388015
Finland,0.2072072072072072,0.05890034197683847
Finland,0.21171171171171171,0.061763201975424044
Finland,0.21621621621621623,0.06183889738289233
Finland,0.22072072072072071,0.06307145736901575
Finland,0.22522522522522523,0.06307145736901575
Finland,0.22972972972972974,0.06539956594064793
Finland,0.23423423423423423,0.07131248963370838
Finland,0.23873873873873874,0.07412669475867635
Finland,0.24324324324324326,0.07427862819302129
Finland,0.24774774774774774,0.0750996113578924
Finland,0.25225225225225223,0.08123084892625568
Finland,0.25675675675675674,0.08123084892625568
Finland,0.26126126126126126,0.08330320288340719
Finland,0.26576576576576577,0.08430976188594248
Finland,0.2702702702702703,0.08603719077250374
Finland,0.2747747747747748,0.08876656639662911
Finland,0.27927927927927926,0.09226392935674096
Finland,0.28378378378378377,0.09540922275738564
Finland,0.2882882882882883,0.09600167271476288
Finland,0.2927927927927928,0.0961874294255632
Finland,0.2972972972972973,0.10493526821767793
Finland,0.30180180180180183,0.10726093500197242
Finland,0.3063063063063063,0.1111681564885434
Finland,0.3108108108108108,0.1111681564885434
Finland,0.3153153153153153,0.1111681564885434
Finland,0.31981981981981983,0.12517234948958506
Finland,0.32432432432432434,0.12517234948958506
Finland,0.32882882882882886,0.13064439491334096
Finland,0.3333333333333333,0.1477169197956061
Finland,0.33783783783783783,0.1477169197956061
Finland,0.34234234234234234,0.15891486608966932
Finland,0.34684684684684686,0.16558998917836026
Finland,0.35135135135135137,0.16558998917836026
Finland,0.35585585585585583,0.16558998917836026
Finland,0.36036036036036034,0.1683191839293495
Finland,0.36486486486486486,0.1683191839293495
Finland,0.36936936936936937,0.16882662351274802
Finland,0.3738738738738739,0.180038768347997
Finland,0.3783783783783784,0.180038768347997
Finland,0.38288288288288286,0.190728280256413
Finland,0.38738738738738737,0.19484278235698316
Finland,0.3918918918918919,0.194959807276056
Finland,0.3963963963963964,0.21437292097634594
Finland,0.4009009009009009,0.21928091352509624
Finland,0.40540540540540543,0.22326102688552557
Finland,0.4099099099099099,0.22326102688552557
Finland,0.4144144144144144,0.23831853459479083
Finland,0.4189189189189189,0.2412739112025043
Finland,0.42342342342342343,0.2412739112025043
Finland,0.42792792792792794,0.24927971795366646
Finland,0.43243243243243246,0.2661173790686734
Finland,0.4369369369369369,0.27450555162960366
Finland,0.44144144144144143,0.27450555162960366
Finland,0.44594594594594594,0.2855390842429293
Finland,0.45045045045045046,0.30127956891420227
Finland,0.45495495495495497,0.30127956891420227
Finland,0.4594594594594595,0.32161251294825566
Finland,0.46396396396396394,0.3235873762850358
Finland,0.46846846846846846,0.3235873762850358
Finland,0.47297297297297297,0.3542323499924124
Finland,0.4774774774774775,0.35533079254809913
Finland,0.481981981981982,0.37989797669883735
Finland,0.4864864864864865,0.3810234597883748
Finland,0.49099099099099097,0.40928859520718747
Finland,0.4954954954954955,0.4104914015624183
Finland,0.5,0.4150073515886178
Finland,0.5045045045045045,0.4150073515886178
Finland,0.509009009009009,0.41925488588080784
Finland,0.5135135135135135,0.4264698248442637
Finland,0.5180180180180181,0.4264698248442637
Finland,0.5225225225225225,0.43110723118137106
Finland,0.527027027027027,0.43110723118137106
Finland,0.5315315315315315,0.4366250375085666
Finland,0.536036036036036,0.4366250375085666
Finland,0.5405405405405406,0.44296834882903635
Finland,0.545045045045045,0.45816928893524866
Finland,0.5495495495495496,0.45816928893524866
Finland,0.5540540540540541,0.45816928893524866
Finland,0.5585585585585585,0.45816928893524866
Finland,0.5630630630630631,0.4631215049657815
Finland,0.5675675675675675,0.46680706642403136
Finland,0.5720720720720721,0.47102620363384984
Finland,0.5765765765765766,0.48705997409534946
Finland,0.581081081081081,0.4882842139172111
Finland,0.5855855855855856,0.5112970647726597
Finland,0.5900900900900901,0.511925870230398
Finland,0.5945945945945946,0.511925870230398
Finland,0.5990990990990991,0.5172427265033587
Finland,0.6036036036036037,0.5210220706826894
Finland,0.6081081081081081,0.5210220706826894
Finland,0.6126126126126126,0.531844253036453
Finland,0.6171171171171171,0.5349091483280901
Finland,0.6216216216216216,0.5349091483280901
Finland,0.6261261261261262,0.5349091483280901
Finland,0.6306306306306306,0.5349091483280901
Finland,0.6351351351351351,0.5402790004299355
Finland,0.6396396396396397,0.5588033939758755
Finland,0.6441441441441441,0.5588033939758755
Finland,0.6486486486486487,0.5697358185061072
Finland,0.6531531531531531,0.574669042857347
Finland,0.6576576576576577,0.5917998993260124
Finland,0.6621621621621622,0.5917998993260124
Finland,0.6666666666666666,0.5917998993260124
Finland,0.6711711711711712,0.5959397236656401
Finland,0.6756756756756757,0.5959397236656401
Finland,0.6801801801801802,0.6005977495402657
Finland,0.6846846846846847,0.6005977495402657
Finland,0.6891891891891891,0.6099893158238491
Finland,0.6936936936936937,0.6099893158238491
Finland,0.6981981981981982,0.6099893158238491
Finland,0.7027027027027027,0.6099893158238491
Finland,0.7072072072072072,0.620893071962005
Finland,0.7117117117117117,0.6307883699296964
Finland,0.7162162162162162,0.6307883699296964
Finland,0.7207207207207207,0.6358376243977603
Finland,0.7252252252252253,0.6469255998250595
Finland,0.7297297297297297,0.6469255998250595
Finland,0.7342342342342343,0.6536225181266535
Finland,0.7387387387387387,0.663154622837006
Finland,0.7432432432432432,0.663154622837006
Finland,0.7477477477477478,0.6669227528818968
Finland,0.7522522522522522,0.667122617697315
Finland,0.7567567567567568,0.6701758466716721
Finland,0.7612612612612613,0.677387982101518
Finland,0.7657657657657657,0.6803990676351579
Finland,0.7702702702702703,0.6803990676351579
Finland,0.7747747747747747,0.6803990676351579
Finland,0.7792792792792793,0.6804410302027389
Finland,0.7837837837837838,0.6804410302027389
Finland,0.7882882882882883,0.6928023525083576
Finland,0.7927927927927928,0.6932662921025182
Finland,0.7972972972972973,0.69504364197465
Finland,0.8018018018018018,0.696828678955067
Finland,0.8063063063063063,0.703755939195516
Finland,0.8108108108108109,0.703755939195516
Finland,0.8153153153153153,0.703755939195516
Finland,0.8198198198198198,0.7083957873199611
Finland,0.8243243243243243,0.7111311317575786
Finland,0.8288288288288288,0.7111311317575786
Finland,0.8333333333333334,0.714733491573211
Finland,0.8378378378378378,0.7151435309728063
Finland,0.8423423423423423,0.7151435309728063
Finland,0.8468468468468469,0.7210928101662278
Finland,0.8513513513513513,0.7210928101662278
Finland,0.8558558558558559,0.7226128680022218
Finland,0.8603603603603603,0.7226128680022218
Finland,0.8648648648648649,0.7241795911073361
Finland,0.8693693693693694,0.7241795911073361
Finland,0.8738738738738738,0.7245965941226722
Finland,0.8783783783783784,0.7261376332424566
Finland,0.8828828828828829,0.7279893219735357
Finland,0.8873873873873874,0.7279893219735357
Finland,0.8918918918918919,0.7279893219735357
Finland,0.8963963963963963,0.7301881062528386
Finland,0.9009009009009009,0.7301881062528386
Finland,0.9054054054054054,0.7320918864471216
Finland,0.9099099099099099,0.7320918864471216
Finland,0.9144144144144144,0.7320918864471216
Finland,0.918918918918919,0.73387592862529
Finland,0.9234234234234234,0.7350451830137696
Finland,0.9279279279279279,0.7362151608947939
Finland,0.9324324324324325,0.7386298172620619
Finland,0.9369369369369369,0.7386298172620619
Finland,0.9414414414414415,0.7398612920093685
Finland,0.9459459459459459,0.7413818020282028
Finland,0.9504504504504504,0.7431795001281486
Finland,0.954954954954955,0.7437274552940392
Finland,0.9594594594594594,0.7439772410950277
Finland,0.963963963963964,0.7439772410950277
Finland,0.9684684684684685,0.7439772410950277
Finland,0.972972972972973,0.7440050051214229
Finland,0.9774774774774775,0.7444331318346306
Finland,0.9819819819819819,0.7444331318346306
Finland,0.9864864864864865,0.7444331318346306
Finland,0.990990990990991,0.7462493694310292
Finland,0.9954954954954955,0.7473802787146504
